,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Aging,1.560861596504067e-09,0.0,1.4623403534824184e-137,1.638782686091439e-155,6.471801031302446e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.541962362869772e-43,0.0,0.0,2.039796859179134e-85,0.0,1.8970510577103087e-70,1.0062619776032841e-93,9.620078829631112e-105,7.456128213495461e-243,5.238929020917816e-83,2.100320677047562e-09,1.1896277398527438e-35,0.0,0.0,6.986605079413759e-305,6.196496844143755e-34,6.41790751828273e-40,0.0,2.1192221940436836e-173,0.27966236205450656,1.1984472216006331e-136,6.393810017300999e-221,0.0,1.5492676787386248e-30,0.0,2.031506265924296e-227,8.009366622135902e-21,3.0441407817801185e-13,0.0,8.990449829896872e-302,2.3316759064980226e-205,0.0,1.486170405957017e-287,4.170565965131074e-08,5.5597561214213887e-14,0.0,2.8621648295106145e-14,1.0966267922716429e-25,0.7408800656692246,2.820081921194937e-42,0.0,0.0,5.078432751132671e-84,2.2936644288008415e-16,0.0,5.870457820393307e-208,4.701674759082069e-118,0.0,3.7646410644124165e-164,6.989235163684026e-09,5.787404599408582e-270,1.4755342586841514e-39,0.0,0.08443666249513626,-0.1308802217245102,0.05413687974214554,-0.29899218678474426,-0.3724045753479004,-0.45647674798965454,-0.3319203555583954,-0.5793229341506958,0.43226659297943115,-0.20094633102416992,-0.3616606295108795,-0.43181970715522766,0.003450751770287752,0.2957436740398407,0.0837235301733017,0.1290971338748932,0.2956348657608032,-0.15890902280807495,0.09776970744132996,-0.15104253590106964,-0.11638044565916061,0.10304699838161469,0.013434304855763912,-0.04999886453151703,0.018667642027139664,0.15677623450756073,-0.15252238512039185,0.14072777330875397,0.1804226040840149,0.36977866291999817,0.18717333674430847,0.46859461069107056,0.5725257396697998,-0.01795751228928566,0.04822860658168793,0.33082449436187744,0.009816460311412811,-0.12946179509162903,0.08663512766361237,-0.07154642790555954,-0.04984018951654434,-0.09210294485092163,0.26995670795440674,-0.046387679874897,-0.25692039728164673,0.1404360681772232,-0.10736505687236786,-0.12899354100227356,-0.47992271184921265,-0.04321175441145897,0.12298569083213806,-0.1329629123210907,0.3522689640522003,0.22873961925506592,-0.05407462269067764,0.20165690779685974,-0.10856661200523376,0.03630358353257179,-0.10035663098096848,0.02606174722313881,-0.48960936069488525,0.08720865845680237,0.1468212902545929,0.23346465826034546
Uterine Cervical Neoplasms,0.00986043420872093,0.021846885439082597,0.005038716185660997,0.0,0.737608152358086,0.0,0.003561682056281066,0.2024304125302713,5.811672541289531e-23,0.04724728975934729,0.0,0.0006517084672689271,0.0,0.0011746544240487761,0.04862985470924771,0.0,0.10263578604557824,0.008403514411236145,0.003260163686852514,0.0054373911780902515,0.0004919399995201734,0.025728036226774508,0.14594366705534986,0.0,0.03699488220711533,0.5403564680593321,0.004227073637340533,0.0019311484335114263,0.008474897113522114,0.0035921077407751363,0.21223246257493528,0.2854861000187304,0.0021567276254406196,1.5446759056831281e-10,0.007290799377579352,0.0,1.1811083985894083e-05,0.02013779315216842,0.2983180361117106,0.0,0.00020843538676343503,0.004095297557163549,0.0,0.15155684007052234,0.13835897894803822,0.001587308336088635,0.041498662962310875,0.000771052941212365,0.06049519420700875,0.13502232307944212,0.0011729073676222457,0.0,0.0,9.048036783250348e-05,0.016689335430337144,0.048326043078901676,0.05009310521914666,0.003040082894704214,1.0472617182272695e-08,0.22158286872587424,0.11321695806257807,0.02737345920488472,0.07801713115989685,0.011277578999297834,0.46683192253112793,0.17034274339675903,0.3817758560180664,-0.0317615270614624,-0.9395543336868286,-0.05102607607841492,-0.13667473196983337,0.06606832146644592,-0.13544480502605438,0.5716698169708252,-0.3395203948020935,-0.024314716458320618,0.050113409757614136,0.38394418358802795,0.3172723650932312,-0.5706840753555298,0.42379680275917053,1.3155494928359985,0.14163115620613098,-0.5224483013153076,-0.17618221044540405,0.7013782262802124,-0.8949477672576904,0.6826146841049194,1.4287269115447998,0.31521451473236084,-0.405352920293808,0.8651354312896729,-0.1693224161863327,-0.015725255012512207,0.3652421236038208,0.6464345455169678,-1.0956894159317017,0.10267937183380127,0.6352152824401855,0.0013779699802398682,0.0555424690246582,0.23776274919509888,0.4034149646759033,-0.7304131984710693,0.31549543142318726,0.5436137318611145,0.6206834316253662,-0.4851076006889343,-0.11411750316619873,0.806341290473938,0.3051590323448181,0.5651830434799194,-0.012411177158355713,0.060990624129772186,-0.21481789648532867,-1.190300703048706,0.20230096578598022,0.3577198088169098,-0.8698793649673462,0.18037927150726318,-0.37968602776527405,0.8581846356391907,-0.4155290722846985,-0.13961857557296753,-0.21018385887145996,0.5742847919464111,0.4528439939022064,0.6494753956794739
Esophageal Neoplasms,0.1304672861473728,0.005463069529002255,3.9573345842292043e-07,2.6350097198266376e-06,0.12809590504840054,0.0,3.3482633078329747e-12,0.0010963711878461146,4.3190858778639434e-26,0.016431680401614,0.0,4.413809917685105e-14,0.0,0.001957082560969108,0.31105160006054133,0.0,0.0001351325071923447,0.001289680132744097,3.3726456510230715e-05,6.864518277071847e-05,7.154126969473102e-06,0.0006953583403439781,0.1214999613722708,0.0,1.110006957096674e-19,0.002279836068531616,4.867514098942994e-10,0.005344339916488997,0.030901145654394543,0.0007392342643058072,0.25602438125560045,0.01552464341345675,6.394020132163696e-05,7.645427452515205e-17,5.002527246361853e-05,0.0,3.810646989191331e-10,0.0018788610826242387,7.317028007020735e-06,0.0,7.455178903799184e-05,0.00012734454302241343,0.0,0.12630647776551157,0.44731274854035924,0.0019101634402347194,3.186619862827123e-05,1.1467455653693235e-05,0.045013933351163875,0.34016641554607,5.874927596796713e-07,0.0,0.0,4.0241995137039095e-09,5.859956405333952e-07,0.000796862627650406,0.12311460258749415,1.3708412926916491e-05,2.0164185173903134e-09,0.05347456594938096,0.024850056769866645,0.054115628198867234,0.05938038509364612,0.00042471441993509687,-0.10563389956951141,-0.5683996081352234,-0.09161531925201416,-0.22525954246520996,-0.40689653158187866,-0.36925241351127625,0.5737088918685913,0.2723610997200012,0.8631929159164429,0.36533069610595703,-0.2991774082183838,0.5026865005493164,-0.36436960101127625,0.6492228507995605,-0.15625083446502686,-0.7062386870384216,0.3174079656600952,0.32161077857017517,0.18027126789093018,0.2339140772819519,0.36580729484558105,0.5409873723983765,-0.838935375213623,0.2900625765323639,0.4942215085029602,-0.2889980375766754,-0.9337478280067444,0.8353850245475769,-0.02182667702436447,-0.7860369682312012,-0.10034376382827759,0.6068527698516846,-0.574752926826477,-0.479135125875473,0.24925829470157623,0.2153523564338684,0.19612225890159607,-0.25815871357917786,0.3734210729598999,-1.5400538444519043,-0.33698439598083496,0.2613668739795685,0.447752982378006,-0.6258407235145569,-0.14480987191200256,0.44968777894973755,0.21632616221904755,0.15087755024433136,-0.7507044672966003,-0.4594758450984955,0.41745713353157043,-0.5818191766738892,0.3583366274833679,0.6082252264022827,0.1998041868209839,0.10034430027008057,-0.468698650598526,0.17959919571876526,-0.48432669043540955,-0.5746796131134033,0.17017769813537598,0.40880441665649414,0.3357429504394531,0.45315659046173096
Parotid Neoplasms,5.843245098461712e-09,0.0,1.7174516019820378e-138,7.709657897917978e-155,1.118573995037369e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.082745005189705e-45,0.0,0.0,4.2593814172676875e-129,0.0,2.6440197609030875e-70,7.329418536773143e-98,5.6854111869526296e-105,3.238024640913987e-244,3.310517001959521e-92,1.5331616498449794e-08,5.435264632694314e-44,0.0,0.0,5.812089919033e-310,6.416792094136203e-33,1.5819527964895896e-39,0.0,5.203799385476286e-191,0.3889926955073621,1.9523950918745103e-165,1.0665393424393052e-220,0.0,1.6120465159551305e-32,0.0,1.570010887336776e-238,8.866020010466696e-24,3.718749565978963e-12,0.0,1.4028029177804472e-306,2.4107201333712223e-205,0.0,5.6194547667580615e-289,5.0988506910526036e-08,4.263856210090812e-14,0.0,3.330737495500339e-13,4.626161798073682e-26,5.879060623792194e-10,9.057884245302765e-43,0.0,0.0,4.733588940663229e-84,1.197499837724809e-17,0.0,2.5789634205198912e-222,5.272091022701258e-118,0.0,1.1434297519692974e-174,2.4145453493529353e-08,7.005074089049204e-283,5.420090516979734e-39,0.0,0.08444109559059143,-0.1308712214231491,0.05417070537805557,-0.29900407791137695,-0.3724382817745209,-0.45650795102119446,-0.33191993832588196,-0.579360842704773,0.43231087923049927,-0.20097151398658752,-0.3616597354412079,-0.4318466782569885,0.0034289141185581684,0.295742392539978,0.08371857553720474,0.12911592423915863,0.29565486311912537,-0.15892204642295837,0.09778031706809998,-0.15105095505714417,-0.11641654372215271,0.10305067896842957,0.013433114625513554,-0.0500144436955452,0.018670402467250824,0.15677796304225922,-0.15250425040721893,0.1407322883605957,0.18043887615203857,0.36978983879089355,0.18717887997627258,0.46860790252685547,0.5725342035293579,-0.017960697412490845,0.048244453966617584,0.3308461308479309,0.009819325059652328,-0.12948231399059296,0.08665085583925247,-0.07155808806419373,-0.0498616024851799,-0.09211407601833344,0.26997509598731995,-0.04640726000070572,-0.2569454312324524,0.14043870568275452,-0.10734337568283081,-0.12899354100227356,-0.4799524247646332,-0.04321293160319328,0.12300149351358414,-0.13295280933380127,0.3522745370864868,0.2287258803844452,-0.054069872945547104,0.2016638219356537,-0.10857363045215607,0.03631025552749634,-0.10033228993415833,0.026097219437360764,-0.48964452743530273,0.08722902834415436,0.14683139324188232,0.23346079885959625
Tongue Neoplasms,1.2519670704156404e-09,0.0,3.369735753807133e-139,3.36100348769696e-154,5.177182783438107e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.740583357484527e-46,0.0,0.0,4.789688456044937e-129,0.0,1.2288617803369786e-69,2.0609769162783815e-97,9.698680035963628e-105,1.203414175582349e-243,8.391321033091842e-93,1.4010364202547716e-08,4.403527391738325e-44,0.0,0.0,4.563858733185e-310,5.35973743141604e-33,1.3264152730064776e-39,0.0,2.7378178561325873e-191,0.3889927801353183,1.7377260210938622e-165,1.2499757528520318e-221,0.0,1.78607902143151e-32,0.0,7.805294807031832e-239,1.4682083916763066e-23,5.861457535290821e-13,0.0,3.951210369884041e-306,3.7183965308855395e-205,0.0,4.046151813823309e-289,2.7805459033003743e-08,5.958714816460452e-14,0.0,2.0797482522751075e-13,3.374841365821552e-26,9.275399795672105e-11,2.672164846317012e-43,0.0,0.0,2.1096454348346136e-84,7.502409839465531e-18,0.0,3.5301692165499156e-222,0.0,0.0,5.151672078924978e-175,2.7590349783341555e-08,1.8261082478818643e-283,1.3655262520756261e-39,0.0,0.08444109559059143,-0.1308712214231491,0.05417070537805557,-0.29900407791137695,-0.37243831157684326,-0.45650798082351685,-0.33191996812820435,-0.5793609023094177,0.43231087923049927,-0.20097151398658752,-0.3616597354412079,-0.4318467378616333,0.0034289141185581684,0.2957424521446228,0.08371858298778534,0.12911593914031982,0.29565486311912537,-0.15892206132411957,0.09778033196926117,-0.15105096995830536,-0.11641654372215271,0.10305069386959076,0.013433114625513554,-0.050014447420835495,0.018670404329895973,0.15677796304225922,-0.15250425040721893,0.1407322883605957,0.18043887615203857,0.36978986859321594,0.18717890977859497,0.46860790252685547,0.5725342035293579,-0.017960697412490845,0.048244453966617584,0.3308461308479309,0.009819325059652328,-0.12948231399059296,0.08665085583925247,-0.07155808806419373,-0.0498616024851799,-0.09211407601833344,0.26997509598731995,-0.04640726000070572,-0.2569454312324524,0.14043870568275452,-0.10734337568283081,-0.12899354100227356,-0.4799524247646332,-0.04321293160319328,0.12300149351358414,-0.13295282423496246,0.3522745370864868,0.2287258803844452,-0.054069872945547104,0.20166383683681488,-0.10857364535331726,0.03631025552749634,-0.10033228993415833,0.026097219437360764,-0.48964452743530273,0.08722902834415436,0.14683139324188232,0.23346081376075745
Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666428870830598,0.35045088272997665,0.0,0.4332620308439976,0.0,0.0,2.5136493730394635e-12,0.0,0.0,0.007855187832890789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03689819352623625,0.0,0.0,0.0,0.0,0.0,2.2477329004974342e-210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1079675283335387e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2391699254512787,0.0036179600283503532,-0.08384229242801666,-0.188097283244133,0.18440277874469757,0.2150091826915741,-0.0614267960190773,-0.26742658019065857,0.07179464399814606,-0.2775264084339142,-0.018389347940683365,-0.161394864320755,0.30980533361434937,-0.26495128870010376,0.03892023488879204,0.13426662981510162,0.6684614419937134,-0.07513858377933502,-0.1625012308359146,0.36622509360313416,-0.09242789447307587,0.0350843146443367,-0.09889175742864609,-0.06427036970853806,0.30638784170150757,-0.17138226330280304,-0.26349031925201416,-0.39882439374923706,0.03923318535089493,-0.4273224174976349,0.32667121291160583,-0.28525108098983765,-0.29175543785095215,0.10564793646335602,-0.12503273785114288,-0.4770754873752594,-0.040663942694664,0.13587124645709991,0.19486914575099945,0.24437092244625092,0.5235870480537415,0.08926331251859665,-0.37174373865127563,-0.27392154932022095,-0.15198929607868195,-0.08347751200199127,0.42093992233276367,-0.2551542818546295,-0.4272159934043884,0.2490992397069931,0.2800646424293518,0.03793444484472275,-0.033613283187150955,0.34546810388565063,-0.06012744456529617,-0.08139622211456299,0.041397012770175934,-0.14405983686447144,-0.15970636904239655,-0.12461376190185547,-0.2008609175682068,0.18455538153648376,0.156631201505661,0.12557873129844666
Huntington Disease,1.4810052863116127e-05,3.9849421578010655e-09,9.056529007559157e-21,3.444435407227658e-06,6.410478076134911e-05,0.0,0.0005988615795142655,0.00045103812241013093,0.0688566147591176,3.873041859239392e-06,0.0,3.1890777202881605e-17,0.0,4.707820198141413e-90,0.44829093313373514,0.0,1.4145123284401817e-33,0.5411450393062387,1.9001714563805159e-13,5.771447203113313e-09,4.242177063724256e-110,1.6413957602809036e-18,1.0511784363732055e-28,0.0,1.7428034860454322e-41,5.270515587176303e-12,2.7886713986780196e-17,0.0,1.70211746430255e-13,4.303882427796251e-07,0.9877504073993134,1.6957704603019047e-14,9.667302400198219e-19,3.3593600579549066e-11,1.4058420050640605e-21,0.0,0.6116700045413173,2.1541224419709847e-08,1.8980951668088583e-17,0.0,4.581266366681375e-17,3.3469648994053748e-12,0.0,0.16871341142496762,1.7962343057057362e-09,4.0089432058813116e-10,0.10986404196204351,3.535431313114048e-24,0.00019856280019575265,0.005951680433362955,1.6007190861764303e-08,0.0,0.0,0.004133977794352037,7.106939906090148e-21,2.8504936854670787e-10,0.00991848563657936,1.0950009363306833e-23,7.348067862704624e-41,1.6100017617640617e-08,1.242799899963201e-07,8.583577672367233e-09,0.0563874053783291,0.020793392382467808,-0.026907354593276978,0.28199145197868347,-0.14487309753894806,-0.3601844310760498,0.36787161231040955,-0.2383393943309784,-0.1394682228565216,-0.15023379027843475,-0.6229386925697327,-0.6828870177268982,0.6435719728469849,-0.3499510884284973,0.24983075261116028,-0.7941210865974426,0.023244023323059082,0.263284295797348,-0.1875232309103012,0.41974779963493347,-0.223319411277771,0.028570473194122314,0.055532410740852356,0.13081812858581543,0.141460582613945,0.17478010058403015,-0.09543214738368988,-0.22555230557918549,0.2523516118526459,0.015934184193611145,-0.04240325093269348,-0.4413437247276306,0.5747813582420349,0.38766127824783325,-0.17614004015922546,-0.010106153786182404,0.037855178117752075,0.4173434376716614,-0.5715852975845337,0.16440479457378387,0.626045286655426,0.16653355956077576,0.30637264251708984,0.8008672595024109,-0.6114105582237244,0.41702714562416077,-0.5860854983329773,0.3539448082447052,-0.31890153884887695,-0.20954716205596924,-0.4819943308830261,0.3304869532585144,-0.31728267669677734,-0.7202550172805786,-0.7435085773468018,0.17158037424087524,-0.020113050937652588,0.7741800546646118,-0.7947627305984497,0.040043801069259644,-0.13122528791427612,0.20931865274906158,-0.1276630461215973,0.019201334565877914,0.30655765533447266,-0.2683027982711792
Mental Disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6929092435956317,4.1226050191107836e-09,0.0,2.9184993993925493e-139,0.0,0.0,2.324248940674211e-13,0.0,0.0,1.2081389059323613e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013511943879295694,0.0,0.0,0.0,0.0,0.0,7.62475952641443e-211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.907130874640583e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2167242467403412,0.07247136533260345,-0.09302156418561935,-0.18130317330360413,0.14131127297878265,0.17556186020374298,-0.06613247096538544,-0.22506077587604523,0.0671541765332222,-0.24366827309131622,0.0013759098947048187,-0.16602346301078796,0.24643075466156006,-0.2758483290672302,0.10301411896944046,0.09436339139938354,0.5693356990814209,-0.05329355597496033,-0.16762694716453552,0.36712852120399475,-0.09314268827438354,0.06720398366451263,-0.0758858323097229,-0.05718458443880081,0.2826278805732727,-0.15803790092468262,-0.22529838979244232,-0.3926088809967041,0.05123458802700043,-0.4454180598258972,0.295807808637619,-0.24438321590423584,-0.24786855280399323,0.05071604996919632,-0.13819918036460876,-0.4344490170478821,-0.030427195131778717,0.06533756852149963,0.23116546869277954,0.25249558687210083,0.45082390308380127,0.05447585880756378,-0.37422826886177063,-0.24214087426662445,-0.14164811372756958,-0.08411805331707001,0.4095533490180969,-0.24106527864933014,-0.40588998794555664,0.2295849621295929,0.24677659571170807,0.007635357789695263,-0.01131146028637886,0.3012182116508484,-0.05276811122894287,-0.04779133200645447,0.007978903129696846,-0.11795787513256073,-0.130386084318161,-0.14246541261672974,-0.21981242299079895,0.18160194158554077,0.11292379349470139,0.10148578882217407
Schizophrenia,8.537152529464683e-10,0.0,0.0,3.0680102222017356e-180,1.1640051221458608e-81,0.0,0.0,1.2195971898699105e-101,0.016241285768923752,0.009320444337029653,0.0,0.1129412830990241,0.0,0.0,0.24911960388952348,0.0,0.0,0.45096676047015843,1.4406490367231068e-17,0.0,0.0,0.0,2.4799226024852112e-154,0.0,0.0,2.662926002097085e-10,0.002279162269137562,0.0,0.0,0.06377343163255109,0.9636760984678127,0.0,0.0,0.0,1.8229453904965694e-12,0.0,0.05197659622023552,0.0,2.7835031747646847e-12,0.0,8.729894853553734e-208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0528699768135774e-222,1.9007728903856116,3.617769489805562e-120,0.0,0.0,7.885323765894825e-05,1.810920433225745e-05,0.0023682353939957442,1.1672847952409856e-41,5.40522246916331e-284,0.0,0.0,1.150932274730334e-05,0.0,3.7568068922214994e-08,9.0280899976454e-05,-0.2093997299671173,-0.24839794635772705,0.17784470319747925,0.07890304923057556,0.6211273670196533,-0.4503757953643799,0.22897423803806305,0.006115715950727463,-0.05311790108680725,-0.7161290645599365,0.118736632168293,-0.46663016080856323,0.10926127433776855,-0.8951157331466675,-0.5016863346099854,-0.054104119539260864,0.7030581831932068,-0.4365836977958679,-0.37231287360191345,-0.048036836087703705,0.12288293242454529,0.19626066088676453,-0.12226314842700958,-0.15771159529685974,0.21339458227157593,-0.25830385088920593,-0.3201444149017334,-0.7376326322555542,-0.4503917396068573,-0.1970776617527008,0.608656108379364,-0.04088018089532852,-0.6292816996574402,-0.24047395586967468,0.15403036773204803,-0.07619675993919373,-0.5361858010292053,-0.16548778116703033,1.1166261434555054,-0.008432984352111816,0.6816269159317017,0.09066828340291977,-0.13408976793289185,-0.06074488162994385,-0.36776986718177795,0.5262769460678101,0.39558252692222595,-0.47230497002601624,-0.007282078266143799,-0.3216158151626587,-0.33208176493644714,-0.1550825536251068,-0.23459592461585999,-0.07004731893539429,-0.4941045045852661,-0.08227097988128662,0.23987340927124023,-0.592970609664917,-0.39065855741500854,-0.6786534786224365,-0.42194050550460815,-0.6327267289161682,-0.11855052411556244,0.25294387340545654
Testicular Neoplasms,1.0019862415676015,0.0,0.0,6.143421025111045e-168,1.9578189048145478e-54,0.0,1.0011256144370216e-210,1.0535392449962385e-285,0.0,0.0,0.0,1.4777428912331584e-22,0.0,0.0,0.012352525072475832,0.0,1.6978001925675886e-205,8.912206466404299e-27,7.568929622139898e-26,0.0,0.0,0.0014522751742568928,2.9850875299499988e-164,0.0,0.0,5.73214105766599e-22,9.670535613600752e-37,0.0,0.13412317827603268,0.0061929112110021235,4.3762550664692984e-70,2.528103714894556e-123,6.594524784345416e-238,2.7111089345913075e-09,1.1381768195395577e-81,0.0,1.0996410339463368e-38,0.014765180868060295,2.212170620806718e-29,0.0,1.5085271744028927e-18,0.0,0.0,0.0,2.0288172902408027e-12,8.274816832258417e-15,2.041004099461883e-07,0.0,0.0,6.762753193858031e-18,0.0,0.0,0.0,5.935968503326748e-187,1.0786504813520793e-103,0.0,0.0,3.140675199493577e-29,1.8894638999877894e-09,1.565345187396353e-72,7.615829798638694e-51,1.4284846485205798e-12,3.0151923501424373e-25,8.410408386240796e-82,0.08588684350252151,0.1046828106045723,-0.17031991481781006,0.3342095911502838,-0.4314765930175781,0.04479750245809555,-0.12602253258228302,0.21315322816371918,0.03289652615785599,-0.5996482968330383,-0.0013624131679534912,-0.07402073591947556,-0.18611371517181396,-0.11638660728931427,-0.26014652848243713,0.3744226098060608,0.13253308832645416,0.0654212236404419,-0.29966697096824646,-0.4010409712791443,0.30112797021865845,0.1498209536075592,-0.14571905136108398,0.34790611267089844,-0.027760684490203857,0.3145090341567993,0.3064449727535248,0.38306349515914917,-0.24982422590255737,-0.10008610785007477,-1.0451102256774902,-0.3185429573059082,0.03158843144774437,0.331733763217926,-0.23078230023384094,-0.28045937418937683,-0.08265846222639084,0.3208501935005188,0.22406400740146637,0.13525375723838806,0.3540160655975342,-0.4315739572048187,0.12540075182914734,0.11884202063083649,-0.22914502024650574,0.11792560666799545,-0.387683629989624,-0.41947445273399353,-0.04021358862519264,-0.16603194177150726,0.1210932582616806,0.03398334980010986,-0.26531705260276794,0.1609618216753006,0.16831065714359283,0.011175468564033508,-0.047862593084573746,-0.1488330215215683,0.12778718769550323,-0.3432806134223938,-0.11742085218429565,0.4776453673839569,-0.2501642405986786,0.06780640035867691
Endometrial Neoplasms,0.23202778999472806,0.06555490351694904,0.03763214337472935,7.993084096412478e-07,0.003055276698737273,0.0,0.016300332492008775,0.7359604584972315,1.7427597556532814e-35,2.515346910827827e-10,0.0,0.0,0.0,9.40963095572397e-72,0.0,0.0,0.12632636315688295,0.02154134991065972,0.029962971150087406,0.007713263571987975,6.873595447673128e-35,4.878940705904547e-05,0.12103222337395382,0.0,0.00036430287359213293,0.11019046647287388,3.278499885817656e-05,7.883918631359166e-131,1.610069883283626e-05,0.001055153402519919,0.002517972834590213,0.33919201335727805,4.8871168394637663e-11,6.455210509830441e-19,0.043940722530176266,0.0,5.757832714685396e-05,0.0007556441950976516,3.7599044372864666e-05,0.0,1.9552446013832797e-07,0.004695083449142572,0.0,0.0017630687481846618,0.07429884924737624,7.85551851866845e-05,0.03834218071308109,9.053601009925315e-05,0.016371428542319284,0.0006351533870074763,0.0031943612744738327,0.0,0.0,0.00013358526965472246,0.000767634172920862,0.00015841752520511884,0.02742288369138537,0.006154549416638842,3.1927177622257905e-09,0.042371476487035376,6.67974295157e-05,0.6438143139192005,0.2828853194507612,0.08423046424473575,0.6503340005874634,0.446922242641449,0.22468054294586182,-0.9593968391418457,-0.07415714859962463,0.2681555151939392,-0.23807454109191895,-0.18240942060947418,0.1456032395362854,0.31141209602355957,0.2001281976699829,0.2881035804748535,0.2586097717285156,0.8418259620666504,0.6878111362457275,0.38483771681785583,0.04539608955383301,0.43480411171913147,0.2806367874145508,-0.9070525765419006,-0.20177137851715088,0.521308183670044,0.11123204231262207,0.9320245385169983,-0.015005111694335938,-0.6782145500183105,-0.20784392952919006,0.22866803407669067,-0.44977065920829773,-0.2639401853084564,-0.16272200644016266,0.3076288104057312,-0.528986930847168,0.7257441282272339,0.03892908990383148,-0.22316475212574005,0.3476531207561493,-0.027595266699790955,1.27385413646698,-0.2687456011772156,0.29537805914878845,0.5571365356445312,0.07529354095458984,0.25176653265953064,-0.10182216763496399,-0.005350351333618164,-0.06834377348423004,-0.3560887277126312,0.0789441466331482,0.247420534491539,-0.7388266921043396,-0.05955013632774353,-0.24645182490348816,-0.33459538221359253,-0.20427678525447845,0.009234189987182617,0.45594537258148193,-0.3435148000717163,0.08953803777694702,0.182926744222641,-0.17312973737716675,0.02065369486808777,0.520510196685791,-0.5797747373580933
"Carcinoma, Renal Cell",0.8158226632925254,0.05475106013552071,0.0031917732910346818,6.462410139230003e-06,0.016438357889363233,0.0,0.012948928494552758,0.17939490759206378,2.3670543421687336e-06,0.12174770936674024,0.0,0.29945247398153707,0.0,0.00079247394434259,0.06683901358621075,0.0,0.09360947332405076,0.015061046375903478,0.0380393804396105,0.054313067763849115,3.358031913610494e-07,0.0001318306212105025,0.6671398058153476,0.0,0.07441894583430982,0.004949623933885071,5.1277752581246844e-05,3.887768470866559e-06,0.004850718550455661,0.006719878126159761,0.0050129880076196535,0.050492921711549774,0.0004501099080074575,3.2897843939531055e-06,0.02047513509953463,0.0,0.05638118744745074,0.03362663917365467,0.04981675021976993,0.0,0.6523643591059339,0.0,0.0,0.10866519727225936,0.31153700405353585,0.002451173173286525,0.13620318785097643,0.0015895079241254847,0.01952065696993527,0.0457109248222447,0.02383878668467512,0.0,0.0,0.0009044165839859446,0.13887823124495488,0.025862574674327912,0.27697898650191505,0.0009308872200201618,1.4092662021922335e-07,0.07826839443746277,0.015448643087120165,0.35933865530262393,0.005318876661417123,0.20107487344801894,0.6972172856330872,0.2688921093940735,-0.29052984714508057,-0.6258272528648376,-0.1689065396785736,-0.21119436621665955,0.4291878044605255,0.23479647934436798,0.23402318358421326,0.4536673426628113,0.3451117277145386,0.5923538208007812,0.6111055612564087,0.8425796031951904,-0.31653541326522827,0.6096454858779907,0.43938884139060974,0.817681074142456,-0.11656518280506134,-0.6000205874443054,0.6679229736328125,0.7252507209777832,-0.9782055616378784,0.7037405967712402,1.130821943283081,-0.49565282464027405,0.2176048755645752,0.3628712296485901,0.04796008765697479,-0.19357436895370483,-0.22152435779571533,0.8359633684158325,-1.0845683813095093,0.2569143772125244,0.26795774698257446,0.6764568090438843,0.5744141340255737,-0.3979281783103943,0.6214522123336792,-0.03686895966529846,-0.20641708374023438,0.46010667085647583,-0.4351799190044403,-0.25226038694381714,-0.6413550972938538,-0.2898585796356201,0.25605615973472595,0.11734044551849365,-0.0774831771850586,0.3781281113624573,-0.9981001615524292,-0.36113864183425903,0.06152451038360596,-0.22861051559448242,0.2541311979293823,0.7043129205703735,-0.27915656566619873,-0.5069227814674377,-0.4113330841064453,0.17998269200325012,0.2461032271385193,-0.14073342084884644,1.0701414346694946,0.07877665758132935
